,fit_time,predict_time,mu,var,rbf.variance,rbf.lengthscale,white.variance
gp,41.66264469998714,0.033903000003192574,"[893.70580194 864.23894378 856.72294903 849.15068619 841.5239437
 818.33525855 810.50918789 802.63809861 794.72397788 786.76884145
 762.67789354 754.57937246 746.45029205 738.29280859 730.10909642
 705.42256743 697.15598758 688.87426415 680.57964521 672.27438525
 647.31736406 638.99215282 630.66760891 622.34598913 614.02954466
 589.13365449 580.86025071 572.60313417 564.36448676 556.14647306
 531.63758667 523.52335162 515.44025824 507.39033449 499.37558042
 475.56188855 467.70720682 459.89722846 452.133758   444.4185631
 421.57973261 414.07454174 406.62587489 399.23525705 391.90416962
 363.20318572 356.19039578 349.2450705  342.36836783 322.16084992
 315.56924832 309.05133003 302.60795976 296.23995277 277.59552244
 271.53613269 265.55544189 259.65396992 253.83218811 236.8489754
 231.34970824 225.93177208 220.59535504 215.34059985 200.06706373
 195.13949614 190.2936448  185.52939377 180.84658661 167.28467447
 162.92529854 158.64600712 154.44641924 150.32611976 138.43630837
 134.62836226 130.89715111 127.24207583 123.66251029 113.37022728
 110.08593545 106.87365403 103.73261685 100.66203811  91.86492208
  89.06796321  86.33727599  83.67197877  81.07117748  73.64664333
  71.29467164  69.00257388  66.76940201  64.59420219  58.40682943
  56.45389558  54.55410899  52.70649934  50.91009636  45.81844109
  44.21718885  42.66231808  39.68790552  35.55043952  34.25398956
  32.99735631  31.77962988  30.59990881  27.27989859  26.24336761
  25.2404754   24.27037931  23.33224763  20.70149206  19.88312935
  19.0927458   18.32958051  17.59288504  15.53432272  14.8962757
  14.28114738  13.68826637  13.11697435  11.0349883   10.56222491]","[-4.99944467e+04 -4.79442413e+04 -4.74145254e+04 -4.68783047e+04
 -4.63357756e+04 -4.46724318e+04 -4.41068046e+04 -4.35359776e+04
 -4.29601959e+04 -4.23797120e+04 -4.06126716e+04 -4.00160346e+04
 -3.94160529e+04 -3.88130147e+04 -3.82072124e+04 -3.63762063e+04
 -3.57623497e+04 -3.51472450e+04 -3.45312030e+04 -3.39145357e+04
 -3.20639140e+04 -3.14478778e+04 -3.08327810e+04 -3.02189342e+04
 -2.96066460e+04 -2.77821797e+04 -2.71791568e+04 -2.65791904e+04
 -2.59825680e+04 -2.53895722e+04 -2.36350858e+04 -2.30593074e+04
 -2.24884795e+04 -2.19228466e+04 -2.13626457e+04 -1.97168881e+04
 -1.91806266e+04 -1.86508608e+04 -1.81277772e+04 -1.76115534e+04
 -1.61056778e+04 -1.56184824e+04 -1.51388938e+04 -1.46670324e+04
 -1.42030089e+04 -1.24271698e+04 -1.20036579e+04 -1.15884453e+04
 -1.11815755e+04 -1.00113210e+04 -9.63807529e+03 -9.27325432e+03
 -8.91684850e+03 -8.56883998e+03 -7.57490135e+03 -7.26014729e+03
 -6.95358619e+03 -6.65515586e+03 -6.36478766e+03 -5.54127796e+03
 -5.28235194e+03 -5.03105743e+03 -4.78729285e+03 -4.55095215e+03
 -3.88535207e+03 -3.67756739e+03 -3.47661960e+03 -3.28238199e+03
 -3.09472540e+03 -2.56991906e+03 -2.40725544e+03 -2.25049977e+03
 -2.09951377e+03 -1.95415857e+03 -1.55048401e+03 -1.42625818e+03
 -1.30696690e+03 -1.19247199e+03 -1.08263610e+03 -7.79724556e+02
 -6.87173056e+02 -5.98611541e+02 -5.13910772e+02 -4.32943328e+02
 -2.11196259e+02 -1.43927931e+02 -7.97866341e+01 -1.86578582e+01
  3.95704980e+01  1.97936898e+02  2.45634755e+02  2.90955004e+02
  3.33994450e+02  3.74847269e+02  4.85188223e+02  5.18183639e+02
  5.49423861e+02  5.78987351e+02  6.06950004e+02  6.81953995e+02
  7.04221947e+02  7.25231105e+02  7.63715420e+02  8.13456058e+02
  8.28117755e+02  8.41901945e+02  8.54854621e+02  8.67019817e+02
  8.99202557e+02  9.08620821e+02  9.17444247e+02  9.25706244e+02
  9.33438642e+02  9.53754010e+02  9.59656639e+02  9.65167025e+02
  9.70308645e+02  9.75103766e+02  9.87615621e+02  9.91224841e+02
  9.94582378e+02  9.97704211e+02  1.00060543e+03  1.01027690e+03
  1.01227289e+03]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
spg_10,0.757315099996049,0.0011403999960748479,"[5.72327607e+02 5.33499073e+02 5.23894332e+02 5.14338279e+02
 5.04834598e+02 4.76673055e+02 4.67413590e+02 4.58223318e+02
 4.49105273e+02 4.40062378e+02 4.13412130e+02 4.04696807e+02
 3.96069555e+02 3.87532618e+02 3.79088128e+02 3.54328976e+02
 3.46273352e+02 3.38319159e+02 3.30467866e+02 3.22720831e+02
 3.00117289e+02 2.92798779e+02 2.85589759e+02 2.78490970e+02
 2.71503060e+02 2.51209631e+02 2.44669808e+02 2.38242698e+02
 2.31928402e+02 2.25726941e+02 2.07798545e+02 2.02047020e+02
 1.96407250e+02 1.90878804e+02 1.85461179e+02 1.69867259e+02
 1.64886643e+02 1.60013415e+02 1.55246721e+02 1.50585654e+02
 1.37226447e+02 1.32977900e+02 1.28829773e+02 1.24780907e+02
 1.20830105e+02 1.05982568e+02 1.02503115e+02 9.91139562e+01
 9.58137154e+01 8.64324897e+01 8.34738377e+01 8.05969970e+01
 7.78005133e+01 7.50829255e+01 6.73888569e+01 6.49721595e+01
 6.26270039e+01 6.03519200e+01 5.81454411e+01 5.19230428e+01
 4.99764268e+01 4.80911752e+01 4.62658664e+01 4.44990902e+01
 3.95360394e+01 3.79895441e+01 3.64947274e+01 3.50502636e+01
 3.36548434e+01 2.97500135e+01 2.85380268e+01 2.73688052e+01
 2.62411496e+01 2.51538808e+01 2.21229049e+01 2.11857958e+01
 2.02834830e+01 1.94149111e+01 1.85790457e+01 1.62576631e+01
 1.55427050e+01 1.48556004e+01 1.41954426e+01 1.35613457e+01
 1.18068778e+01 1.12685856e+01 1.07522379e+01 1.02570731e+01
 9.78234900e+00 8.47369832e+00 8.07371083e+00 7.69074665e+00
 7.32417886e+00 6.97339876e+00 6.00996453e+00 5.71660198e+00
 5.43624629e+00 5.16839164e+00 4.91254825e+00 4.21242130e+00
 4.00003417e+00 3.79743829e+00 3.42003175e+00 2.91778087e+00
 2.76598888e+00 2.62146043e+00 2.48388398e+00 2.35295938e+00
 1.99725965e+00 1.89015813e+00 1.78836792e+00 1.69165082e+00
 1.59977793e+00 1.35106848e+00 1.27645888e+00 1.20567822e+00
 1.13854742e+00 1.07489478e+00 9.03194282e-01 8.51876227e-01
 8.03279974e-01 7.57273054e-01 7.13728747e-01 5.61832880e-01
 5.28887676e-01]","[5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 5.46918824e-01 5.46918824e-01 5.46918824e-01
 5.46918824e-01 1.37384196e+02 1.97865158e+02 2.54653927e+02
 3.07947630e+02 3.57934884e+02 4.89821330e+02 5.28306874e+02
 5.64309546e+02 5.97971812e+02 6.29429277e+02 7.11830952e+02
 7.35696283e+02 7.57940142e+02 7.78661866e+02 7.97955543e+02
 8.48134872e+02 8.62559642e+02 8.75955414e+02 8.88389136e+02
 8.99923914e+02 9.29711816e+02 9.38211299e+02 9.46075905e+02
 9.53349300e+02 9.60072458e+02 9.77312792e+02 9.82195722e+02
 9.86697653e+02 9.90846181e+02 9.94667085e+02 1.00439678e+03
 1.00713222e+03 1.00964519e+03 1.01195260e+03 1.01407018e+03
 1.01942508e+03 1.02091953e+03 1.02228755e+03 1.02353918e+03
 1.02468375e+03 1.02755814e+03 1.02835447e+03 1.02908083e+03
 1.02974303e+03 1.03034644e+03 1.03185140e+03 1.03226530e+03
 1.03264149e+03 1.03298324e+03 1.03329355e+03 1.03406219e+03
 1.03427204e+03 1.03446211e+03 1.03478983e+03 1.03517281e+03
 1.03527661e+03 1.03537029e+03 1.03545480e+03 1.03553099e+03
 1.03571716e+03 1.03576725e+03 1.03581230e+03 1.03585280e+03
 1.03588918e+03 1.03597748e+03 1.03600106e+03 1.03602220e+03
 1.03604114e+03 1.03605809e+03 1.03609895e+03 1.03610979e+03
 1.03611946e+03 1.03612810e+03 1.03613581e+03 1.03615912e+03
 1.03616344e+03]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
spg_20,0.7945621000108076,0.0017234999977517873,"[-327.89776364 -346.40539036 -350.24391773 -353.77658902 -357.00841182
 -364.95085338 -367.03195357 -368.83912061 -370.37805785 -371.65455725
 -373.96851572 -374.25468753 -374.30844386 -374.13594972 -373.74340679
 -371.30790578 -370.09767533 -368.6987139  -367.11730074 -365.3597056
 -359.09225829 -356.69223594 -354.14703337 -351.462743   -348.64540921
 -339.45477087 -336.16458207 -332.77068939 -329.27875445 -325.69436108
 -314.44102856 -310.54096397 -306.57507618 -302.54841478 -298.46593085
 -285.93153162 -281.67322409 -277.38230018 -273.0630794  -268.71977089
 -255.58573422 -251.18592608 -246.78138999 -242.37565687 -237.97214341
 -220.44462587 -216.09947125 -211.77464782 -207.47278056 -194.72951475
 -190.54352818 -186.39198698 -182.27687011 -178.20005344 -166.21664864
 -162.30978354 -158.44910678 -154.63590985 -150.87139313 -139.88060277
 -136.32105764 -132.81489751 -129.36281825 -125.96543896 -116.10658547
 -112.93273705 -109.81560816 -106.75540281 -103.7522635   -95.08578969
  -92.31118533  -89.59351284  -86.93259114  -84.32819272  -76.8512083
  -74.46977068  -72.14309367  -69.87071375  -67.65213494  -61.31379721
  -59.30487825  -57.34685764  -55.43908258  -53.58088013  -48.29671001
  -46.62972057  -45.0086912   -43.4328601   -41.90145564  -37.56596456
  -36.20439733  -34.88329435  -33.60185045  -32.35925874  -28.85652254
  -27.76127     -26.70084253  -25.6744422   -24.68127541  -21.89331961
  -21.02526124  -20.18655652  -18.59419959  -16.40724498  -15.72913447
  -15.07529024  -14.4450256   -13.8376648   -12.14641708  -11.62414101
  -11.12156178  -10.63807348  -10.17308231   -8.88333658   -8.48664026
   -8.1056556    -7.73986237   -7.38875255   -6.41862616   -6.12141297
   -5.83652479   -5.56352566   -5.3019913    -4.36241648   -4.15224038]","[3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 3.23373764e-01 3.23373764e-01
 3.23373764e-01 3.23373764e-01 5.17733444e+01 1.25160939e+02
 1.93499929e+02 2.57102636e+02 3.16264837e+02 4.69831885e+02
 5.13881953e+02 5.54745071e+02 6.27738451e+02 7.18194104e+02
 7.43940433e+02 7.67734155e+02 7.89711596e+02 8.10000563e+02
 8.61896236e+02 8.76554391e+02 8.90050482e+02 9.02470061e+02
 9.13892958e+02 9.42900942e+02 9.51032346e+02 9.58491547e+02
 9.65330527e+02 9.71597576e+02 9.87399421e+02 9.91795664e+02
 9.95813762e+02 9.99484332e+02 1.00283569e+03 1.01354335e+03
 1.01565336e+03]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
spg_30,1.7890342000027886,0.0013981000083731487,"[2757.61273198 2672.38209699 2644.73211743 2614.76121566 2582.57820102
 2473.84570719 2433.90256517 2392.28995477 2349.11489637 2304.48352564
 2162.89649296 2113.47837493 2063.11628296 2011.90809471 1959.94988163
 1800.50656099 1746.46931216 1692.13187033 1637.57750464 1582.88708566
 1418.77106024 1364.29526231 1310.04997401 1256.10067528 1202.51017173
 1044.47908445  992.89789996  941.94906722  891.67920527  842.13225943
  698.22870196  651.96016486  606.59498717  562.16162069  518.68606161
  394.23032224  354.79847766  316.41925981  279.10497039  242.86582405
  140.67137445  108.79536953   78.01645755   48.33365745   19.74435326
  -83.7836405  -106.99716602 -129.16341312 -150.29453588 -207.614676
 -224.74768348 -240.92139507 -256.15353474 -270.46253269 -308.04430918
 -318.85707508 -328.84737084 -338.03663972 -346.44663648 -367.22216861
 -372.73712745 -377.58455681 -381.78708184 -385.36732222 -392.59965698
 -393.91554043 -394.72087439 -395.03750151 -394.88702714 -391.84495118
 -390.03649686 -387.86454956 -385.34879831 -382.5085456  -372.22769915
 -368.27423737 -364.08651088 -359.68123578 -355.07466521 -340.20265474
 -334.94399686 -329.55820277 -324.05866588 -318.45829904 -301.17417447
 -295.29007179 -289.36257261 -283.40176363 -277.41727677 -259.4113836
 -253.41964188 -247.44579988 -241.49691105 -235.57962815 -218.07812783
 -212.3461106  -206.67328416 -201.06409904 -195.52267407 -179.34139389
 -174.10593191 -168.95421674 -158.91116646 -144.52525503 -139.91668425
 -135.40324437 -130.98569173 -126.66459467 -114.28309692 -110.35007154
 -106.51384681 -102.7740544   -99.13019983  -88.76759329  -85.50029829
  -82.32484888  -79.24015368  -76.24504627  -67.78459253  -65.13488835
  -62.56802807  -60.08252005  -57.67683711  -48.82082747  -46.79043707]","[2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 2.14420936e-01
 2.14420936e-01 2.14420936e-01 2.14420936e-01 7.01125264e+01
 1.46901977e+02 2.18086117e+02 2.84028530e+02 5.01983158e+02
 5.46511107e+02]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
spg_40,1.09295619999466,0.0012501000019256026,"[ 68.11171681  59.49103934  57.32624146  55.16255453  53.00234922
  46.56533049  44.44141562  42.33181637  40.23848667  38.16330719
  32.06436341  30.07910364  28.12027786  26.18931671  24.28757527
  18.77009151  16.99727756  15.25933577  13.55717554  11.89163426
   7.12203653   5.60993701   4.13759693   2.70544311   1.31383827
  -2.61498653  -3.84199949  -5.02755986  -6.17165792  -7.27433707
 -10.33505561 -11.27349474 -12.17146756 -13.02929911 -13.847355
 -16.06709479 -16.73045113 -17.35640389 -17.94552344 -18.4984078
 -19.94600838 -20.36042431 -20.74194884 -21.0913093  -21.40924865
 -22.38211066 -22.55452375 -22.70021307 -22.81998753 -23.03195828
 -23.05621669 -23.05863452 -23.04002403 -23.00119394 -22.77139936
 -22.65967263 -22.5316825  -22.3881964  -22.22997188 -21.67428127
 -21.46445785 -21.24351265 -21.01213065 -20.77098285 -19.99543653
 -19.72164229 -19.44121445 -19.15473274 -18.86276084 -17.95929591
 -17.6506729  -17.33913203 -17.02513812 -16.70913942 -15.75334981
 -15.43348534 -15.11361137 -14.79407857 -14.47522186 -13.5258256
 -13.21271478 -12.90172589 -12.59310403 -12.28708027 -11.38670351
 -11.09311204 -10.80307368 -10.51674162 -10.23425719  -9.4111326
  -9.14522722  -8.88371055  -8.62666013  -8.37414405  -7.64434895
  -7.41047506  -7.18134686  -6.95698316  -6.73739574  -6.10731024
  -5.90681632  -5.71106326  -5.33367977  -4.80241444  -4.63444683
  -4.47096123  -4.31190558  -4.15722479  -3.71884041  -3.58105607
  -3.44733399  -3.3176057   -3.19180125  -2.83721213  -2.72637914
  -2.61910349  -2.51530969  -2.41492186  -2.13343237  -2.04590641
  -1.96140563  -1.87985438  -1.80117743  -1.51372671  -1.44831267]","[1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 1.68707165e-01 1.68707165e-01 1.68707165e-01
 1.68707165e-01 2.78960779e+01 8.07079171e+01 1.31338297e+02
 2.70640676e+02 3.13053717e+02 3.53547099e+02 3.92176797e+02
 4.28999424e+02 5.29196121e+02 5.59362066e+02 5.88006492e+02
 6.15185790e+02 6.40955764e+02 7.10356527e+02 7.31031510e+02
 7.50563532e+02 7.69002709e+02 7.86397944e+02 8.32789858e+02
 8.46472536e+02 8.59336134e+02 8.82768093e+02 9.12748576e+02
 9.21506459e+02 9.29701829e+02 9.37365826e+02 9.44528265e+02
 9.63285020e+02 9.68713758e+02 9.73771059e+02 9.78479372e+02
 9.82860034e+02 9.94233522e+02 9.97495928e+02 1.00052192e+03
 1.00332692e+03 1.00592549e+03 1.01261595e+03 1.01451836e+03
 1.01627546e+03 1.01789738e+03 1.01939362e+03 1.02429199e+03
 1.02528287e+03]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
spg_50,1.08898240000417,0.0013350999943213537,"[245.513287   260.01807151 263.08450269 265.93100637 268.55986961
 275.16585731 276.95014554 278.5305106  279.91010789 281.09221504
 283.48806849 283.91520756 284.16284947 284.23486799 284.13521344
 282.84672787 282.10119089 281.2046572  280.16140322 278.97573821
 274.60773824 272.8959731  271.06363211 269.11510105 267.05475946
 260.24646869 257.78238225 255.22811783 252.58791654 249.86598097
 241.25113369 238.24337994 235.17419293 232.04746606 228.86702974
 219.04076565 215.6824412  212.28852216 208.86240792 205.40741871
 194.90118339 191.36226002 187.80982403 184.24669198 180.67559309
 166.36303047 162.78994863 159.22342023 155.66555538 145.06372651
 141.55986518 138.07390944 134.60745087 131.16199756 120.96552103
 117.61753955 114.29689236 111.00461232 107.74165811  98.13725814
  94.99976714  91.89534026  88.82452643  85.78781264  76.8862519
  73.98963593  71.12869295  68.30357897  65.51440178  57.36288821
  54.71764256  52.10822006  49.5344815   46.99625345  39.59242635
  37.19389051  34.82955307  32.49907588  30.2020998   23.50830992
  21.34138964  19.20592168  17.10145737  15.02753877   8.98437076
   7.02792283   5.09964369   3.19905015   1.32565945  -4.13609248
  -5.9054506   -7.64997352  -9.37011818 -11.06633377 -16.01576433
 -17.62057186 -19.20355197 -20.76509118 -22.3055633  -26.8041145
 -28.26378555 -29.70405177 -32.5275081  -36.62386423 -37.95321496
 -39.26485182 -40.55895292 -41.83568045 -45.56300614 -46.77154566
 -47.9632871  -49.13829965 -50.29663772 -53.67193412 -54.76383392
 -55.83912095 -56.89776802 -57.93973574 -60.96499531 -61.93962369
 -62.89720907 -63.83764892 -64.76083202 -68.27850033 -69.11346719]","[1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.96808294e-01 1.96808294e-01 1.96808294e-01 1.96808294e-01
 1.07961293e+02 1.67194732e+02 2.23394902e+02 2.76646992e+02
 3.27035979e+02 4.61866465e+02 5.01641356e+02 5.38967895e+02
 5.73925848e+02 6.06593607e+02 6.91616746e+02 7.15876523e+02
 7.38214020e+02 7.58697507e+02 7.77393372e+02 8.23390228e+02
 8.35560876e+02 8.46246799e+02 8.55502738e+02 8.63381513e+02
 8.79254712e+02 8.82115472e+02 8.83835303e+02 8.84456142e+02
 8.84018264e+02 8.76731250e+02 8.72429875e+02 8.67248123e+02
 8.61217468e+02 8.54368129e+02 8.29192715e+02 8.19347978e+02
 8.08819081e+02 7.97630067e+02 7.85804172e+02 7.46726818e+02
 7.32571852e+02 7.17886277e+02 6.87001653e+02 6.37175704e+02
 6.19708023e+02 6.01841120e+02 5.83592992e+02 5.64981575e+02
 5.07146826e+02 4.87261684e+02 4.67103272e+02 4.46689877e+02
 4.26039943e+02 3.62858059e+02 3.41450149e+02 3.19900859e+02
 2.98229901e+02 2.76457227e+02 2.10732120e+02 1.88757000e+02
 1.66783562e+02 1.44833172e+02 1.22927401e+02 3.61882003e+01
 1.48350837e+01]",1035.6501777267576,0.06102377522502809,1.2784333085994717e-180
